Delimiter	Agent userID	Agent name	Agent e-mail address	Agent phone number	Record Count	Current Production Month																																																																																																																																																																																																																																																			
pr	15	521516	02	g	245422			n	n			202001	53566	0	53566									790		760																404																																																																																																																																																																																																															
pr	16	521516	02	o	08646			n	n			202001	0	0	0									227		331																88																																																																																																																																																																																																															
pr	17	521516	02	g	052283			n	n			202001	0	0	0									0		0																240																																																																																																																																																																																																															
pr	18	521516	02	g	253815			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	19	521516	02	g	172874			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	20	521516	02	g	180461			n	n	5048		202001	1790	0	1790									53		181																94																																																																																																																																																																																																															
pr	21	521516	02	g	198005			n	n	5048		202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	22	521516	02	g	286124			n	n			202001	0	0	0									0		0																80																																																																																																																																																																																																															
pr	23	521516	02	g	132690			n	n	5113		202001	0	0	0									0		0																84																																																																																																																																																																																																															
pr	24	521516	02	g	189915			n	n	5113		202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	25	521516	02	o	05086			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	26	521516	02	o	06739			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	27	521516	02	o	08169			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	28	521516	02	o	08635			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	29	521516	02	o	08247			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	30	521516	02	g	182045			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	31	521516	02	o	04248			n	n			202001	0	0	0									0		0																213																																																																																																																																																																																																															
pr	32	521516	02	g	184558			n	n	5048		202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	33	521516	02	g	133437			n	n			202001	0	0	0									0		0																166																																																																																																																																																																																																															
pr	34	521516	02	g	264004			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	35	521516	02	g	220079			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	36	521516	02	g	280417			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	37	521516	02	o	10778			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	38	521516	02	g	138470			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	39	521516	02	g	053255			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	40	521516	02	g	059225			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	41	521516	02	g	174916			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	42	521516	02	o	10230			n	n			202001	0	0	0									11		0																215																																																																																																																																																																																																															
pr	43	521516	03	o	27142			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	44	521516	03	g	280236			n	n			202001	91855	651	91204									1796		1942																563																																																																																																																																																																																																															
pr	45	521516	03	g	253385			n	n			202001	0	0	0									0		0																53																																																																																																																																																																																																															
pr	46	521516	03	o	26482			n	n			202001	0	0	0									0		0																139																																																																																																																																																																																																															
pr	47	521516	03	o	27150			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	48	521516	03	o	26262			n	n			202001	0	0	0									0		0																28																																																																																																																																																																																																															
pr	49	521516	03	o	27348			n	n			202001	2	0	2									0		0																187																																																																																																																																																																																																															
pr	50	521516	03	g	223401			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	51	521516	03	o	26909			n	n			202001	0	0	0									0		0																32																																																																																																																																																																																																															
pr	52	521516	03	g	233975			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	53	521516	03	g	250605			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	54	521516	03	o	27151			n	n			202001	0	0	0									0		0																108																																																																																																																																																																																																															
pr	55	521516	03	g	192497			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	56	521516	03	o	21610			n	n			202001	0	0	0									594		679																192																																																																																																																																																																																																															
pr	57	521516	03	g	272614			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	58	521516	03	g	279199			n	n			202001	3137	0	3137									451		367																137																																																																																																																																																																																																															
pr	59	521516	03	o	15252			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	60	521516	03	g	206045			n	n			202001	8456	403	8053									30		0																65																																																																																																																																																																																																															
pr	61	521516	03	g	188081			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	62	521516	03	g	160307			n	n			202001	0	0	0									0		0																173																																																																																																																																																																																																															
pr	63	521516	03	o	27285			n	n			202001	429	31	398									185		340																319																																																																																																																																																																																																															
pr	64	521516	03	g	282350			n	n			202001	765	62	703									366		513																451																																																																																																																																																																																																															
pr	65	521516	03	o	27418			n	n			202001	3095	217	2878									2557		2520																212																																																																																																																																																																																																															
pr	66	521516	03	o	27236			n	n			202001	870	31	839									808		1010																172																																																																																																																																																																																																															
pr	67	521516	03	g	264922			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	68	521516	03	o	26501			n	n			202001	0	0	0									0		0																114																																																																																																																																																																																																															
pr	69	521516	03	g	278004			n	n			202001	827	30	797									38		193																57																																																																																																																																																																																																															
pr	70	521516	03	o	24455			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	71	521516	03	o	02099			n	n			202001	0	0	0									538		517																244																																																																																																																																																																																																															
pr	72	521516	03	o	24246			n	n			202001	0	0	0									0		0																52																																																																																																																																																																																																															
pr	73	521516	03	o	27279			n	n			202001	0	0	0									0		0																229																																																																																																																																																																																																															
pr	74	521516	03	o	27495			n	n			202001	677	0	677									56		0																220																																																																																																																																																																																																															
pr	75	521516	03	o	27499			n	n			202001	0	0	0									24		0																269																																																																																																																																																																																																															
pr	76	521516	03	o	27401			n	n			202001	0	0	0									169		0																354																																																																																																																																																																																																															
pr	77	521516	03	g	177442			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	78	521516	03	g	284976			n	n			202001	14964	0	14964									150		190																194																																																																																																																																																																																																															
pr	79	521516	03	g	279165			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	80	521516	03	o	02812			n	n			202001	0	0	0									0		0																81																																																																																																																																																																																																															
pr	81	521516	03	g	287522			n	n			202001	3295	12	3283									12		0																192																																																																																																																																																																																																															
pr	82	521516	03	o	26743			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	83	521516	03	g	133198			n	n	1471		202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	84	521516	03	o	22393			n	n	1471		202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	85	521516	03	g	229081			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	86	521516	03	g	02817			n	n			202001	124	124	0									339		338																126																																																																																																																																																																																																															
pr	87	521516	03	o	26834			n	n			202001	63	31	32									482		542																214																																																																																																																																																																																																															
pr	88	521516	03	o	26193			n	n			202001	0	0	0									0		0																68																																																																																																																																																																																																															
pr	89	521516	03	g	275419			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	90	521516	03	g	139199			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	92	521516	03	o	18769			n	n			202001	0	0	0									47		0																107																																																																																																																																																																																																															
pr	93	521516	03	g	184787			n	n			202001	12905	465	12440									155		180																131																																																																																																																																																																																																															
pr	94	521516	03	g	113719			n	n			202001	1748	0	1748									7		0																99																																																																																																																																																																																																															
pr	95	521516	03	g	038467			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	96	521516	03	o	12721			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	97	521516	03	g	214543			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	98	521516	03	g	235116			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	99	521516	03	g	164970			n	n			202001	1038	84	954									180		180																104																																																																																																																																																																																																															
pr	100	521516	03	o	24861			n	n			202001	0	0	0									15		0																45																																																																																																																																																																																																															
pr	101	521516	03	g	194105			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	102	521516	03	g	130820			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	103	521516	03	g	284977			n	n			202001	15258	775	14483									26		181																75																																																																																																																																																																																																															
pr	104	521516	03	g	247945			n	n			202001	585	0	585									19		0																92																																																																																																																																																																																																															
pr	105	521516	03	g	285001			n	n			202001	8550	651	7899									0		0																100																																																																																																																																																																																																															
pr	106	521516	03	o	21879			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	107	521516	03	g	158027			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	108	521516	03	g	193384			n	n			202001	2754	93	2661									64		0																139																																																																																																																																																																																																															
pr	109	521516	03	g	047134			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	110	521516	03	g	158691			n	n			202001	1440	31	1409									12		0																186																																																																																																																																																																																																															
pr	111	521516	03	g	091859			n	n			202001	1500	124	1376									20		141																21																																																																																																																																																																																																															
pr	112	521516	03	g	214235			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	113	521516	03	g	058664			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	114	521516	03	g	238352			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	115	521516	03	g	163161			n	n	1988		202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	116	521516	03	g	183638			n	n			202001	69	7	62									0		0																0																																																																																																																																																																																																															
pr	117	521516	03	g	199834			n	n	1988		202001	943	62	881									34		0																259																																																																																																																																																																																																															
pr	118	521516	03	g	201550			n	n	1988		202001	33	0	33									0		0																0																																																																																																																																																																																																															
pr	119	521516	03	g	210199			n	n			202001	802	31	771									0		0																63																																																																																																																																																																																																															
pr	120	521516	03	g	210200			n	n			202001	421	17	404									0		0																33																																																																																																																																																																																																															
pr	121	521516	03	g	215622			n	n			202001	0	0	0									0		0																98																																																																																																																																																																																																															
pr	122	521516	03	g	216963			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	123	521516	03	g	217825			n	n			202001	4049	186	3863									0		0																0																																																																																																																																																																																																															
pr	124	521516	03	o	11349			n	n			202001	124	124	0									1190		1183																204																																																																																																																																																																																																															
pr	125	521516	03	o	27162			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	126	521516	03	g	280832			n	n			202001	31	0	31									5		0																48																																																																																																																																																																																																															
pr	127	521516	03	g	161374			n	n			202001	989	51	938									1		0																234																																																																																																																																																																																																															
pr	128	521516	03	o	19798			n	n			202001	0	0	0									0		0																70																																																																																																																																																																																																															
pr	129	521516	03	o	25782			n	n			202001	31	0	31									25		0																199																																																																																																																																																																																																															
pr	130	521516	03	o	25785			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	131	521516	03	g	179674			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	132	521516	03	g	129832			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	133	521516	03	o	24644			n	n			202001	2578	0	2578									264		340																215																																																																																																																																																																																																															
pr	134	521516	03	g	127418			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	135	521516	03	g	128149			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	136	521516	03	o	24414			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	137	521516	03	g	201104			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	138	521516	03	o	22499			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	139	521516	03	g	200844			n	n			202001	0	0	0									0		0																135																																																																																																																																																																																																															
pr	140	521516	03	g	283360			n	n			202001	0	0	0									0		0																134																																																																																																																																																																																																															
pr	141	521516	04	g	225615			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	142	521516	04	o	13355			n	n			202001	248	0	248									62		0																111																																																																																																																																																																																																															
pr	143	521516	04	g	115364			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	144	521516	04	o	13410			n	n			202001	0	0	0									0		0																235																																																																																																																																																																																																															
pr	145	521516	04	g	255120			n	n			202001	2133	310	1823									0		0																0																																																																																																																																																																																																															
pr	146	521516	04	g	039333			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	147	521516	04	o	13726			n	n			202001	0	0	0									0		0																90																																																																																																																																																																																																															
pr	148	521516	04	g	167923			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	149	521516	04	o	12863			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	150	521516	04	g	244496			n	n			202001	8265	243	8022									0		0																162																																																																																																																																																																																																															
pr	151	521516	04	g	248176			n	n			202001	2966	87	2879									0		0																0																																																																																																																																																																																																															
pr	152	521516	04	g	250087			n	n			202001	6395	319	6076									0		0																24																																																																																																																																																																																																															
pr	153	521516	04	g	255119			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	154	521516	04	o	12696			n	n			202001	0	0	0									0		0																47																																																																																																																																																																																																															
pr	155	521516	04	o	13742			n	n			202001	0	0	0									0		0																52																																																																																																																																																																																																															
pr	156	521516	04	g	054242			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	157	521516	04	o	10325			n	n			202001	0	0	0									2		0																62																																																																																																																																																																																																															
pr	158	521516	04	o	10563			n	n			202001	0	0	0									0		0																69																																																																																																																																																																																																															
pr	159	521516	04	g	212342			n	n			202001	3079	124	2955									0		0																0																																																																																																																																																																																																															
pr	160	521516	04	g	213792			n	n			202001	0	0	0									0		0																43																																																																																																																																																																																																															
pr	161	521516	04	g	173434			n	n			202001	170	0	170									0		0																169																																																																																																																																																																																																															
pr	162	521516	04	g	252973			n	n			202001	0	0	0									0		0																93																																																																																																																																																																																																															
pr	163	521516	04	g	201238			n	n			202001	3162	0	3162									7		0																84																																																																																																																																																																																																															
pr	164	521516	04	g	242290			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	165	521516	04	g	198253			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	166	521516	04	g	159856			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	167	521516	04	g	162080			n	n			202001	313	0	313									0		0																3																																																																																																																																																																																																															
pr	168	521516	04	g	011877			n	n			202001	217	0	217									0		0																0																																																																																																																																																																																																															
pr	169	521516	04	g	011885			n	n			202001	997	0	997									0		0																0																																																																																																																																																																																																															
pr	170	521516	04	g	191863			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	171	521516	04	g	194224			n	n			202001	2105	93	2012									11		0																279																																																																																																																																																																																																															
pr	172	521516	04	g	127818			n	n			202001	0	0	0									0		0																166																																																																																																																																																																																																															
pr	173	521516	04	g	276012			n	n	5050		202001	3506	0	3506									35		0																36																																																																																																																																																																																																															
pr	174	521516	04	g	192315			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	175	521516	04	g	140637			n	n			202001	0	0	0									0		0																92																																																																																																																																																																																																															
pr	176	521516	04	g	120373			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	177	521516	04	o	14061			n	n			202001	0	0	0									68		183																124																																																																																																																																																																																																															
pr	178	521516	04	g	195786			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	179	521516	04	g	226100			n	n			202001	1132	31	1101									0		0																0																																																																																																																																																																																																															
pr	180	521516	04	g	233961			n	n			202001	3079	124	2955									0		0																0																																																																																																																																																																																																															
pr	181	521516	04	g	142434			n	n			202001	0	0	0									0		0																49																																																																																																																																																																																																															
pr	182	521516	04	g	142269			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	183	521516	04	o	12803			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	184	521516	04	o	03212			n	n	6114		202001	8	8	0									14		0																25																																																																																																																																																																																																															
pr	185	521516	04	o	08717			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	186	521516	04	g	190124			n	n			202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	187	521516	04	o	13668			n	n	6114		202001	0	0	0									0		0																0																																																																																																																																																																																																															
pr	188	521516	04	o	13664			n	n			202001	0	0	0									0		0																64																																																																																																																																																																																																															
pr	189	521516	04	g	066093			n	n	5050		202001	7161	260	6901									20		0																51																																																																																																																																																																																																															
pr	190	521516	04	o	12360			n	n			202001	0	0	0									0		0																63																																																																																																																																																																																																															
pr	191	521516	03	p	27617			n	n			202001	783	0	783									2265		2385																189	Big Hill	McLean Unit 4	4																																																																																																																																																																																																												
pr	192	521516	03	o	27533			n	n			202001	126	126	0									0		0																79																																																																																																																																																																																																															
pr	192	521516	03	o		819991		n	n			202001	3206	0	3206		3206	No sales pipeline - flare permit # is 38810						197		0																197	"LUCKY, WEST"	ANDERSON #3	3																																																																																																																																																																																																												
