Delimiter	Agent userID	Agent name	Agent e-mail address	Agent phone number	Record Count	Current Production Month																																																																																																																																																																																																																																																			
pr	19	521516	02	g	180461			n	n	5048		202006	1846	0	1846		0							37		178																107																																																																																																																																																																																																															
pr	20	521516	02	g	198005			n	n	5048		202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	21	521516	02	g	286124			n	n			202006	0	0	0		0							0		0																80																																																																																																																																																																																																															
pr	22	521516	02	g	132690			n	n	5113		202006	0	0	0		0							0		0																84																																																																																																																																																																																																															
pr	23	521516	02	g	189915			n	n	5113		202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	24	521516	02	o	05086			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	25	521516	02	o	06739			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	26	521516	02	o	08169			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	27	521516	02	o	08635			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	28	521516	02	o	08247			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	29	521516	02	g	182045			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	30	521516	02	o	04248			n	n			202006	0	0	0		0							0		0																213																																																																																																																																																																																																															
pr	31	521516	02	g	184558			n	n	5048		202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	32	521516	02	g	133437			n	n			202006	0	0	0		0							0		0																166																																																																																																																																																																																																															
pr	33	521516	02	g	264004			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	34	521516	02	g	220079			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	35	521516	02	g	280417			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	36	521516	02	o	10778			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	37	521516	02	g	138470			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	38	521516	02	g	053255			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	39	521516	02	g	059225			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	40	521516	02	g	174916			n	n			202006	54	0	54		0							0		0																0																																																																																																																																																																																																															
pr	41	521516	02	o	10230			n	n			202006	0	0	0		0							90		0																389																																																																																																																																																																																																															
pr	42	521516	03	o	27142			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	43	521516	03	g	280236			n	n			202006	50709	630	50079		0							873		1334																337																																																																																																																																																																																																															
pr	44	521516	03	g	253385			n	n			202006	0	0	0		0							0		0																53																																																																																																																																																																																																															
pr	45	521516	03	o	26482			n	n			202006	0	0	0		0							0		0																139																																																																																																																																																																																																															
pr	46	521516	03	o	27150			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	47	521516	03	o	26262			n	n			202006	0	0	0		0							0		0																28																																																																																																																																																																																																															
pr	48	521516	03	o	27348			n	n			202006	0	0	0		0							0		0																51																																																																																																																																																																																																															
pr	49	521516	03	g	223401			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	50	521516	03	o	26909			n	n			202006	0	0	0		0							0		0																32																																																																																																																																																																																																															
pr	51	521516	03	g	233975			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	52	521516	03	g	250605			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	53	521516	03	o	27151			n	n			202006	0	0	0		0							0		0																108																																																																																																																																																																																																															
pr	54	521516	03	g	192497			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	55	521516	03	o	21610			n	n			202006	0	0	0		0							4		0																158																																																																																																																																																																																																															
pr	56	521516	03	g	272614			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	57	521516	03	g	279199			n	n			202006	1891	0	1891		0							213		365																165																																																																																																																																																																																																															
pr	58	521516	03	o	15252			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	59	521516	03	g	206045			n	n			202006	6649	390	6259		0							23		0																197																																																																																																																																																																																																															
pr	60	521516	03	g	188081			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	61	521516	03	g	160307			n	n			202006	0	0	0		0							0		0																173																																																																																																																																																																																																															
pr	62	521516	03	o	27285			n	n			202006	0	0	0		0							0		181																254																																																																																																																																																																																																															
pr	63	521516	03	g	282350			n	n			202006	1116	60	1056		0							0		0																384																																																																																																																																																																																																															
pr	64	521516	03	o	27418			n	n			202006	0	0	0		0							0		0																182																																																																																																																																																																																																															
pr	65	521516	03	o	27236			n	n			202006	1227	30	1197		0							1348		2698																483																																																																																																																																																																																																															
pr	66	521516	03	o	26501			n	n			202006	0	0	0		0							0		0																114																																																																																																																																																																																																															
pr	67	521516	03	g	278004			n	n			202006	747	27	720		0							17		0																144																																																																																																																																																																																																															
pr	68	521516	03	o	24455			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	69	521516	03	o	02099			n	n			202006	0	0	0		0							23		160																206																																																																																																																																																																																																															
pr	70	521516	03	o	24246			n	n			202006	0	0	0		0							0		0																52																																																																																																																																																																																																															
pr	71	521516	03	o	27279			n	n			202006	0	0	0		0							0		0																229																																																																																																																																																																																																															
pr	72	521516	03	o	27495			n	n			202006	0	0	0		0							4		0																256																																																																																																																																																																																																															
pr	73	521516	03	o	27499			n	n			202006	0	0	0		0							4		0																316																																																																																																																																																																																																															
pr	74	521516	03	o	27401			n	n			202006	0	0	0		0							5		0																433																																																																																																																																																																																																															
pr	75	521516	03	g	177442			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	76	521516	03	g	284976			n	n			202006	0	0	0		0							0		0																150																																																																																																																																																																																																															
pr	77	521516	03	o	02812			n	n			202006	0	0	0		0							0		0																18																																																																																																																																																																																																															
pr	78	521516	03	g	287522			n	n			202006	4223	180	4043		0							15		0																110																																																																																																																																																																																																															
pr	79	521516	03	o	26743			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	80	521516	03	g	133198			n	n	1471		202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	81	521516	03	o	22393			n	n	1471		202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	82	521516	03	g	229081			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	83	521516	03	o	02817			n	n			202006	52	52	0		0							95		333																195																																																																																																																																																																																																															
pr	84	521516	03	o	26834			n	n			202006	0	0	0		0							0		0																86																																																																																																																																																																																																															
pr	85	521516	03	o	26193			n	n			202006	0	0	0		0							0		0																68																																																																																																																																																																																																															
pr	86	521516	03	g	275419			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	87	521516	03	g	139199			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	88	521516	03	o	18769			n	n			202006	0	0	0		0							124		0																295																																																																																																																																																																																																															
pr	89	521516	03	g	184787			n	n			202006	10998	450	10548		0							106		189																151																																																																																																																																																																																																															
pr	90	521516	03	g	113719			n	n			202006	1783	0	1783		0							1		0																124																																																																																																																																																																																																															
pr	91	521516	03	g	038467			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	92	521516	03	o	12721			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	93	521516	03	g	214543			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	94	521516	03	g	235116			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	95	521516	03	g	164970			n	n			202006	4597	189	4408		0							249		185																269																																																																																																																																																																																																															
pr	96	521516	03	o	24861			n	n			202006	173	30	143		0							0		0																45																																																																																																																																																																																																															
pr	97	521516	03	g	194105			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	98	521516	03	g	130820			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	99	521516	03	g	284977			n	n			202006	14024	750	13274		0							32		178																195																																																																																																																																																																																																															
pr	100	521516	03	g	247945			n	n			202006	484	0	484		0							21		0																190																																																																																																																																																																																																															
pr	101	521516	03	g	285001			n	n			202006	22	0	22		0							0		0																109																																																																																																																																																																																																															
pr	102	521516	03	o	21879			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	103	521516	03	g	158027			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	104	521516	03	g	193384			n	n			202006	2650	48	2602		0							64		0																322																																																																																																																																																																																																															
pr	105	521516	03	g	047134			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	106	521516	03	g	158691			n	n			202006	1814	30	1784		0							31		0																111																																																																																																																																																																																																															
pr	107	521516	03	g	091859			n	n			202006	1928	108	1820		0							31		0																176																																																																																																																																																																																																															
pr	108	521516	03	g	214235			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	109	521516	03	g	058664			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	110	521516	03	g	238352			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	111	521516	03	g	163161			n	n	1988		202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	112	521516	03	g	183638			n	n			202006	513	13	500		0							0		0																0																																																																																																																																																																																																															
pr	113	521516	03	g	199834			n	n	1988		202006	755	56	699		0							29		0																268																																																																																																																																																																																																															
pr	114	521516	03	g	201550			n	n	1988		202006	30	0	30		0							0		0																0																																																																																																																																																																																																															
pr	115	521516	03	g	210199			n	n			202006	217	10	207		0							0		0																230																																																																																																																																																																																																															
pr	116	521516	03	g	210200			n	n			202006	297	14	283		0							0		0																33																																																																																																																																																																																																															
pr	117	521516	03	g	215622			n	n			202006	243	25	218		0							0		0																163																																																																																																																																																																																																															
pr	118	521516	03	g	216963			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	119	521516	03	g	217825			n	n			202006	3098	174	2924		0							0		0																0																																																																																																																																																																																																															
pr	120	521516	03	o	11349			n	n			202006	120	120	0		0							1000		1554																181																																																																																																																																																																																																															
pr	121	521516	03	o	27162			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	122	521516	03	g	280832			n	n			202006	0	0	0		0							0		0																48																																																																																																																																																																																																															
pr	123	521516	03	g	161374			n	n			202006	1313	90	1223		0							4		0																47																																																																																																																																																																																																															
pr	124	521516	03	o	19798			n	n			202006	0	0	0		0							0		0																70																																																																																																																																																																																																															
pr	125	521516	03	o	25782			n	n			202006	45	0	45		0							13		0																240																																																																																																																																																																																																															
pr	126	521516	03	o	25785			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	127	521516	03	g	179674			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	128	521516	03	g	129832			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	129	521516	03	o	24644			n	n			202006	2366	0	2366		0							253		667																151																																																																																																																																																																																																															
pr	130	521516	03	g	127418			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	131	521516	03	g	128149			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	132	521516	03	o	24414			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	133	521516	03	g	201104			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	134	521516	03	o	22499			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	135	521516	03	g	200844			n	n			202006	0	0	0		0							0		0																135																																																																																																																																																																																																															
pr	136	521516	03	g	283360			n	n			202006	0	0	0		0							0		0																134																																																																																																																																																																																																															
pr	137	521516	04	g	225615			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	138	521516	04	o	13355			n	n			202006	238	0	238		0							68		0																223																																																																																																																																																																																																															
pr	139	521516	04	g	115364			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	140	521516	04	o	13410			n	n			202006	0	0	0		0							0		0																235																																																																																																																																																																																																															
pr	141	521516	04	g	255120			n	n			202006	280	280	0		0							0		0																0																																																																																																																																																																																																															
pr	142	521516	04	g	039333			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	143	521516	04	o	13726			n	n			202006	0	0	0		0							0		0																90																																																																																																																																																																																																															
pr	144	521516	04	g	167923			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	145	521516	04	o	12863			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	146	521516	04	g	244496			n	n			202006	5679	202	5477		0							0		0																162																																																																																																																																																																																																															
pr	147	521516	04	g	248176			n	n			202006	2354	84	2270		0							0		0																0																																																																																																																																																																																																															
pr	148	521516	04	g	250087			n	n			202006	6905	281	6624		0							0		0																24																																																																																																																																																																																																															
pr	149	521516	04	g	255119			n	n			202006	245	10	235		0							0		0																0																																																																																																																																																																																																															
pr	150	521516	04	o	12696			n	n			202006	0	0	0		0							0		0																47																																																																																																																																																																																																															
pr	151	521516	04	o	13742			n	n			202006	0	0	0		0							0		0																52																																																																																																																																																																																																															
pr	152	521516	04	g	054242			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	153	521516	04	o	10325			n	n			202006	0	0	0		0							0		0																65																																																																																																																																																																																																															
pr	154	521516	04	o	10563			n	n			202006	0	0	0		0							0		0																69																																																																																																																																																																																																															
pr	155	521516	04	g	212342			n	n			202006	2735	120	2615		0							0		0																0																																																																																																																																																																																																															
pr	156	521516	04	g	213792			n	n			202006	0	0	0		0							0		0																43																																																																																																																																																																																																															
pr	157	521516	04	g	173434			n	n			202006	0	0	0		0							0		0																169																																																																																																																																																																																																															
pr	158	521516	04	g	252973			n	n			202006	0	0	0		0							0		0																93																																																																																																																																																																																																															
pr	159	521516	04	g	201238			n	n			202006	1908	0	1908		0							9		0																169																																																																																																																																																																																																															
pr	160	521516	04	g	242290			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	161	521516	04	g	198253			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	162	521516	04	g	159856			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	163	521516	04	g	162080			n	n			202006	190	0	190		0							0		0																3																																																																																																																																																																																																															
pr	164	521516	04	g	011877			n	n			202006	146	0	146		0							0		0																0																																																																																																																																																																																																															
pr	165	521516	04	g	011885			n	n			202006	392	0	392		0							0		0																0																																																																																																																																																																																																															
pr	166	521516	04	g	191863			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	167	521516	04	g	194224			n	n			202006	0	0	0		0							0		0																27																																																																																																																																																																																																															
pr	168	521516	04	g	127818			n	n			202006	0	0	0		0							0		0																166																																																																																																																																																																																																															
pr	169	521516	04	g	276012			n	n	5050		202006	1556	0	1556		0							0		0																27																																																																																																																																																																																																															
pr	170	521516	04	g	192315			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	171	521516	04	g	140637			n	n			202006	0	0	0		0							0		0																92																																																																																																																																																																																																															
pr	172	521516	04	g	120373			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	173	521516	04	o	14061			n	n			202006	0	0	0		0							0		0																117																																																																																																																																																																																																															
pr	174	521516	04	g	195786			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	175	521516	04	g	226100			n	n			202006	816	20	796		0							0		0																0																																																																																																																																																																																																															
pr	176	521516	04	g	233961			n	n			202006	2735	120	2615		0							0		0																0																																																																																																																																																																																																															
pr	177	521516	04	g	142434			n	n			202006	0	0	0		0							0		0																49																																																																																																																																																																																																															
pr	178	521516	04	g	142269			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	179	521516	04	o	12803			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	180	521516	04	o	03212			n	n	6114		202006	0	0	0		0							0		0																72																																																																																																																																																																																																															
pr	181	521516	04	o	08717			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	182	521516	04	g	190124			n	n			202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	183	521516	04	o	13668			n	n	6114		202006	0	0	0		0							0		0																0																																																																																																																																																																																																															
pr	184	521516	04	o	13664			n	n			202006	0	0	0		0							32		0																96																																																																																																																																																																																																															
pr	185	521516	04	g	066093			n	n	5050		202006	6483	240	6243		0							3		0																190																																																																																																																																																																																																															
pr	186	521516	04	o	12360			n	n			202006	0	0	0		0							0		0																63																																																																																																																																																																																																															
pr	187	521516	03	o	27617			n	n			202006	0	0	0		0							1618		1652																223	Big Hill	McLean Unit 4	4																																																																																																																																																																																																												
pr	188	521516	03	o	27533			n	n			202006	180	180	0		0							231		529																68																																																																																																																																																																																																															
pr	189	521516	03	o	27736			n	n			202006	0				0	No sales pipeline - flare permit # is 38810						0		0																147	"LUCKY, WEST"	ANDERSON #3	3																																																																																																																																																																																																												
